time, mouse_x, mouse_y, right_eye_x, right_eye_y, left_eye_x, left_eye_y
1671143644.990091, 707, 473, 349, 104, 270, 115
1671143645.092091, 707, 473, 350, 105, 271, 116
1671143645.1940942, 707, 473, 351, 105, 272, 115
1671143645.3360937, 707, 473, 353, 104, 274, 115
1671143645.4290926, 707, 473, 353, 105, 274, 115
1671143645.5570934, 691, 468, 353, 104, 274, 115
1671143645.658091, 670, 465, 352, 105, 274, 116
1671143645.7400908, 670, 465, 352, 105, 274, 115
1671143645.820092, 670, 465, 352, 105, 274, 116
1671143645.9050922, 670, 465, 352, 105, 274, 116
1671143645.98109, 670, 465, 351, 105, 273, 116
1671143646.0600893, 670, 465, 352, 105, 273, 116
1671143646.167091, 670, 465, 351, 105, 273, 116
1671143646.2640936, 670, 465, 351, 105, 272, 116
1671143646.4040914, 623, 361, 351, 106, 272, 116
1671143646.5410917, 498, 202, 353, 105, 275, 116
1671143646.7260895, 467, 186, 353, 106, 274, 116
1671143646.8960915, 449, 226, 353, 106, 275, 116
1671143647.09409, 442, 252, 355, 105, 277, 115
1671143647.2100923, 421, 263, 356, 105, 277, 115
1671143647.410091, 398, 224, 355, 105, 277, 115
1671143647.579094, 398, 209, 355, 105, 277, 115
1671143647.782093, 398, 208, 355, 104, 277, 114
1671143647.8990917, 398, 208, 355, 104, 277, 115
1671143648.06309, 398, 208, 355, 105, 277, 115
1671143648.2210903, 425, 216, 355, 105, 277, 115
1671143648.4260924, 656, 288, 356, 105, 277, 115
1671143648.557094, 704, 308, 356, 106, 277, 115
1671143648.7670913, 610, 240, 356, 105, 277, 115
1671143648.916092, 483, 43, 356, 105, 278, 116
1671143649.0570908, 476, 22, 356, 106, 278, 116
1671143649.2640924, 572, 9, 357, 106, 278, 116
1671143649.3860893, 572, 9, 356, 106, 277, 116
1671143649.5770926, 555, 2, 356, 106, 277, 116
1671143649.7450933, 541, 41, 356, 106, 277, 116
1671143649.8400905, 575, 140, 355, 106, 275, 116
1671143649.9260924, 640, 277, 355, 106, 276, 116
1671143650.0090883, 658, 308, 356, 106, 278, 116
1671143650.1230876, 678, 335, 357, 106, 278, 116
1671143650.2990885, 693, 364, 354, 106, 275, 117
1671143650.415089, 694, 365, 355, 107, 276, 117
1671143650.4890952, 694, 365, 356, 107, 277, 117
1671143650.594091, 694, 365, 357, 107, 278, 117
1671143650.7820892, 694, 365, 354, 107, 274, 117
1671143650.9460878, 694, 365, 356, 107, 278, 117
1671143651.077089, 703, 365, 357, 107, 278, 117
1671143651.2240891, 704, 365, 355, 107, 275, 117
1671143651.4230924, 707, 366, 356, 107, 276, 117
1671143651.6180913, 707, 366, 356, 108, 276, 118
1671143651.817088, 707, 366, 356, 107, 276, 117
1671143651.9740887, 825, 493, 355, 110, 277, 119
1671143652.1020894, 1192, 750, 355, 110, 276, 120
1671143652.2510908, 1296, 836, 352, 109, 274, 119
1671143652.4050913, 1300, 829, 354, 110, 275, 119
1671143652.5590882, 1299, 820, 354, 108, 275, 119
1671143652.6860902, 1290, 795, 353, 108, 274, 119
1671143652.8720896, 1244, 747, 354, 110, 275, 120
1671143653.0010889, 1212, 731, 355, 110, 276, 119
1671143653.1670873, 1190, 762, 353, 109, 274, 120
1671143653.253089, 1176, 754, 353, 109, 274, 120
1671143653.3710923, 1122, 690, 355, 109, 275, 119
1671143653.5016086, 1107, 670, 356, 109, 276, 119
1671143653.6236117, 1118, 676, 354, 109, 274, 120
1671143653.74961, 1156, 696, 353, 109, 274, 120
1671143653.8916497, 1174, 704, 355, 110, 275, 120
1671143654.24861, 1154, 676, 353, 111, 274, 121
1671143654.3796127, 570, 30, 358, 107, 279, 117
1671143654.5476139, 431, 0, 357, 107, 278, 117
1671143654.7296138, 459, 19, 357, 107, 278, 118
1671143654.7956135, 472, 15, 358, 108, 279, 118
1671143654.933611, 509, 0, 359, 107, 281, 117
1671143655.117611, 513, 0, 357, 107, 278, 117
1671143655.32761, 511, 3, 359, 107, 280, 117
1671143655.4969175, 510, 4, 358, 107, 279, 116
1671143655.6119175, 510, 4, 354, 109, 276, 118
1671143655.7889166, 510, 4, 354, 104, 276, 114
1671143655.9979587, 510, 4, 353, 102, 276, 110
1671143656.1669185, 510, 4, 347, 104, 272, 112
1671143656.316914, 510, 4, 350, 104, 273, 111
1671143657.113915, 506, 16, 355, 101, 277, 110
1671143657.4999156, 689, 0, 357, 102, 279, 111
1671143657.6269178, 689, 0, 353, 102, 275, 112
1671143657.745915, 689, 1, 353, 103, 275, 112
1671143657.9489148, 762, 117, 352, 107, 274, 116
1671143658.1459181, 1248, 978, 350, 107, 272, 116
1671143658.4929173, 1105, 1056, 352, 107, 274, 116
1671143658.6739218, 1079, 1047, 352, 108, 274, 117
1671143658.8199203, 1077, 1053, 353, 108, 274, 117
1671143658.9809144, 1076, 1056, 352, 108, 274, 117
1671143659.1499166, 1074, 1054, 353, 104, 274, 114
1671143659.2969182, 692, 430, 355, 104, 277, 113
1671143659.4809163, 375, 200, 356, 104, 278, 113
1671143659.6419165, 373, 198, 357, 104, 278, 113
1671143659.7369158, 367, 191, 357, 104, 279, 113
1671143659.8409147, 367, 191, 357, 105, 279, 113
