time, mouse_x, mouse_y, right_eye_x, right_eye_y, left_eye_x, left_eye_y
1671143117.8654308, 1259, 441, 351, 116, 271, 122
1671143117.9474308, 1355, 429, 351, 116, 271, 122
1671143118.0264301, 1359, 428, 351, 116, 271, 122
1671143118.1134305, 1362, 415, 351, 115, 271, 121
1671143118.19643, 1378, 357, 350, 115, 270, 121
1671143118.3164296, 1379, 315, 349, 113, 269, 119
1671143118.4384286, 1396, 309, 347, 111, 267, 115
1671143118.4875824, 1409, 303, 345, 108, 265, 114
1671143118.5695446, 1430, 292, 343, 106, 264, 112
1671143118.645545, 1455, 284, 342, 105, 263, 111
1671143118.7025442, 1477, 274, 344, 105, 265, 109
1671143118.7555413, 1501, 262, 347, 105, 268, 109
1671143118.8105426, 1530, 248, 349, 105, 272, 107
1671143118.8715427, 1576, 264, 351, 106, 275, 107
1671143118.920545, 1576, 264, 351, 106, 275, 107
1671143118.9795427, 1576, 264, 351, 105, 276, 107
1671143119.040583, 1576, 264, 351, 105, 276, 106
1671143119.0955431, 1576, 264, 350, 104, 275, 105
1671143119.1565428, 1576, 264, 349, 104, 275, 104
1671143119.215544, 1576, 264, 350, 103, 276, 103
1671143119.279546, 1576, 264, 352, 103, 279, 103
1671143119.3425434, 1576, 264, 353, 102, 279, 102
1671143119.4635444, 1611, 181, 351, 101, 277, 101
1671143119.5185437, 1631, 80, 351, 101, 277, 101
1671143119.5725434, 1625, 41, 350, 99, 277, 100
1671143119.6315424, 1575, 0, 351, 99, 278, 100
1671143119.6855435, 1481, 0, 352, 99, 278, 99
1671143119.7595437, 1365, 1, 353, 98, 278, 99
1671143119.8315425, 1347, 19, 352, 97, 278, 98
1671143119.927545, 1327, 32, 350, 94, 276, 97
1671143120.0145438, 1310, 43, 349, 94, 276, 97
1671143120.097543, 1273, 79, 349, 93, 276, 97
1671143120.195543, 1199, 151, 351, 93, 277, 97
1671143120.2675507, 1162, 201, 352, 92, 277, 96
1671143120.3445425, 1142, 244, 351, 92, 277, 96
1671143120.4205468, 1126, 264, 350, 93, 276, 97
1671143120.4915435, 1098, 279, 349, 93, 275, 97
1671143120.6335425, 960, 243, 348, 92, 274, 97
1671143120.728542, 863, 102, 349, 91, 275, 97
1671143120.7845428, 844, 64, 349, 91, 275, 97
1671143120.8435452, 819, 47, 349, 92, 275, 97
1671143120.9255466, 757, 27, 350, 92, 275, 97
1671143120.998544, 733, 18, 351, 92, 276, 97
1671143121.0745952, 727, 18, 351, 92, 277, 97
1671143121.1485426, 717, 14, 352, 92, 278, 97
1671143121.238551, 693, 2, 352, 92, 278, 97
1671143121.3305433, 625, 0, 353, 92, 278, 97
1671143121.4195464, 485, 23, 353, 92, 278, 97
1671143121.4955468, 448, 59, 353, 93, 278, 98
1671143121.5735424, 432, 76, 354, 92, 279, 98
1671143121.6355436, 429, 80, 354, 93, 279, 98
1671143121.7025497, 424, 93, 354, 93, 279, 98
1671143121.763545, 424, 93, 354, 93, 279, 98
1671143121.8415425, 424, 93, 352, 93, 277, 98
1671143121.9295423, 450, 65, 353, 93, 278, 98
1671143122.0125465, 270, 84, 354, 93, 279, 98
1671143122.1065447, 219, 129, 354, 93, 279, 98
1671143122.2015471, 223, 191, 354, 93, 279, 99
1671143122.3155448, 288, 294, 355, 94, 279, 99
1671143122.4325452, 451, 457, 354, 94, 279, 99
1671143122.5185459, 521, 550, 354, 94, 279, 99
1671143122.6055465, 591, 620, 353, 95, 279, 100
1671143122.6885433, 683, 655, 354, 95, 278, 100
1671143122.7655427, 754, 666, 353, 96, 278, 100
1671143122.8495436, 851, 669, 353, 96, 277, 101
1671143122.9425454, 912, 667, 352, 96, 277, 101
1671143123.0245428, 933, 666, 352, 96, 277, 101
1671143123.103546, 996, 676, 351, 96, 276, 101
1671143123.1795442, 1023, 685, 351, 96, 276, 102
1671143123.2425427, 1023, 700, 352, 96, 276, 102
1671143123.3135426, 1019, 725, 351, 96, 275, 101
1671143123.4045458, 1009, 772, 351, 96, 275, 102
1671143123.4975433, 1001, 810, 351, 97, 275, 102
1671143123.5815427, 985, 842, 351, 97, 275, 102
1671143123.6885436, 925, 883, 351, 97, 276, 103
1671143123.7765431, 840, 919, 351, 98, 276, 103
1671143123.8385422, 806, 943, 351, 97, 276, 103
1671143123.8965433, 784, 975, 351, 98, 276, 103
1671143123.9605424, 733, 1021, 351, 98, 276, 103
1671143124.0155425, 672, 1051, 351, 98, 276, 103
1671143124.0815437, 599, 1074, 351, 97, 276, 103
1671143124.135543, 545, 1079, 352, 96, 277, 101
1671143124.196543, 513, 1073, 352, 96, 277, 101
1671143124.2635448, 476, 1020, 352, 96, 277, 101
1671143124.365545, 399, 888, 353, 96, 277, 101
1671143124.460544, 347, 799, 353, 95, 277, 101
1671143124.5735419, 264, 740, 354, 96, 278, 101
1671143124.6635418, 262, 740, 354, 96, 278, 101
1671143124.7408426, 295, 740, 353, 97, 278, 102
1671143124.8125458, 433, 743, 353, 97, 278, 102
1671143124.8975425, 620, 769, 354, 97, 278, 103
1671143124.996545, 777, 813, 353, 97, 278, 102
1671143125.081423, 913, 849, 351, 98, 276, 103
1671143125.1714232, 1018, 894, 351, 98, 276, 103
1671143125.3244247, 1123, 1024, 351, 98, 276, 103
1671143125.4034245, 1130, 1079, 351, 98, 276, 103
1671143125.4864218, 1167, 1079, 351, 98, 276, 103
1671143125.5764222, 1202, 1079, 351, 98, 276, 103
1671143125.6774251, 1260, 1079, 350, 98, 275, 103
1671143125.7634215, 1310, 1079, 350, 98, 275, 103
1671143125.897421, 1422, 1079, 348, 98, 274, 103
1671143126.0334244, 1556, 1039, 349, 98, 273, 103
1671143126.1374247, 1599, 1025, 349, 98, 274, 103
1671143126.2374246, 1615, 1015, 349, 97, 273, 103
1671143126.4054227, 1647, 975, 349, 98, 274, 104
1671143126.5484254, 1619, 936, 348, 98, 273, 104
1671143126.637426, 1560, 908, 348, 98, 274, 104
1671143126.7244227, 1507, 867, 348, 98, 273, 104
1671143126.8354223, 1378, 774, 349, 98, 274, 103
1671143126.9574225, 1217, 712, 350, 98, 274, 103
1671143127.060422, 1102, 696, 350, 97, 274, 103
1671143127.164427, 1012, 673, 350, 98, 275, 103
1671143127.249422, 905, 645, 352, 97, 276, 103
1671143127.3504245, 834, 611, 351, 98, 276, 103
1671143127.4934244, 853, 489, 351, 97, 276, 103
1671143127.631423, 866, 221, 351, 97, 275, 102
1671143127.716424, 873, 104, 352, 96, 275, 102
1671143127.8044243, 921, 0, 351, 96, 276, 102
1671143127.941425, 978, 0, 352, 96, 276, 102
1671143128.0914235, 1147, 18, 350, 96, 274, 102
1671143128.2444215, 1211, 1, 350, 96, 274, 102
1671143128.3214226, 1215, 0, 350, 96, 274, 102
1671143128.4539435, 1216, 0, 350, 96, 274, 102
1671143128.5269437, 1216, 0, 350, 96, 274, 102
1671143128.614943, 1216, 0, 350, 96, 274, 102
1671143128.6849458, 1211, 1, 350, 96, 274, 102
1671143128.757084, 1194, 7, 350, 96, 274, 102
1671143128.8269448, 1176, 19, 351, 97, 274, 103
1671143128.9029622, 1153, 51, 351, 97, 274, 103
1671143128.982953, 1098, 143, 351, 97, 274, 103
1671143129.0649455, 1045, 248, 351, 97, 274, 103
